#EXPORTTYPE:DATA ALL
#FILE:20250310PQM.ngb-ss5
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:20250310PQM
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DTA
#INSTRUMENT:NETZSCH STA 449F5
#PROJECT:
#DATE/TIME:10.03.2025 16:49
#CORR. FILE:
#TEMPCAL:TCALZERO.TCX
#SENSITIVITY:SENSZERO.EXX
#LABORATORY:
#OPERATOR:
#REMARK:DSC Al2O3
#SAMPLE:20250310PQM
#SAMPLE MASS /mg:16.83
#MATERIAL:
#REFERENCE:al2o3
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:Al2O3 3.4 ml, open
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:197.80
#PURGE 1 MFC:AIR(80/20),250.3 ml/min
#PURGE 2 MFC:NITROGEN,250.0 ml/min
#PROTECTIVE MFC:NITROGEN,250.0 ml/min
#DTA RANGE /¶ÃV:5000
#TG RANGE /mg:35000
#TAU-R:---
#CORR. CODE:000
#EXO:-1
#RANGE:20°„C/10.0(K/min)/800°„C
#SEGMENT:S1/1
#SEG. 1:20°„C/10.0(K/min)/800°„C

##Temp./°„C;Time/min;DTA/(uV/mg);Mass/%;Gas Flow(purge2)/(ml/min);Gas Flow(protective)/(ml/min);Sensit./(uV/mW)
421.39400;40.28595;     -1.67330; 75.80465;80.00000;20.00000;1.00000
421.41400;40.28796;     -1.67362; 75.80477;80.00000;20.00000;1.00000
421.43400;40.28996;     -1.67393; 75.80489;80.00000;20.00000;1.00000
421.45400;40.29196;     -1.67422; 75.80492;80.00000;20.00000;1.00000
421.47400;40.29396;     -1.67450; 75.80479;80.00000;20.00000;1.00000
421.49400;40.29596;     -1.67477; 75.80443;80.00000;20.00000;1.00000
421.51400;40.29796;     -1.67503; 75.80377;80.00000;20.00000;1.00000
421.53400;40.29997;     -1.67529; 75.80275;80.00000;20.00000;1.00000
421.55400;40.30197;     -1.67555; 75.80133;80.00000;20.00000;1.00000
421.57400;40.30398;     -1.67581; 75.79966;80.00000;20.00000;1.00000
421.59400;40.30599;     -1.67607; 75.79797;80.00000;20.00000;1.00000
421.61400;40.30799;     -1.67630; 75.79643;80.00000;20.00000;1.00000
421.63400;40.31000;     -1.67652; 75.79527;80.00000;20.00000;1.00000
421.65400;40.31201;     -1.67671; 75.79462;80.00000;20.00000;1.00000
421.67400;40.31401;     -1.67689; 75.79441;80.00000;20.00000;1.00000
421.69400;40.31602;     -1.67707; 75.79451;80.00000;20.00000;1.00000
421.71400;40.31802;     -1.67728; 75.79478;80.00000;20.00000;1.00000
421.73400;40.32003;     -1.67752; 75.79510;80.00000;20.00000;1.00000
421.75400;40.32205;     -1.67781; 75.79533;80.00000;20.00000;1.00000
421.77400;40.32406;     -1.67813; 75.79546;80.00000;20.00000;1.00000
421.79400;40.32608;     -1.67847; 75.79544;80.00000;20.00000;1.00000
421.81400;40.32809;     -1.67881; 75.79525;80.00000;20.00000;1.00000
421.83400;40.33011;     -1.67912; 75.79488;80.00000;20.00000;1.00000
421.85400;40.33211;     -1.67939; 75.79431;80.00000;20.00000;1.00000
421.87400;40.33412;     -1.67964; 75.79357;80.00000;20.00000;1.00000
421.89400;40.33612;     -1.67986; 75.79270;80.00000;20.00000;1.00000
421.91400;40.33812;     -1.68008; 75.79173;80.00000;20.00000;1.00000
421.93400;40.34012;     -1.68029; 75.79071;80.00000;20.00000;1.00000
421.95400;40.34213;     -1.68052; 75.78968;80.00000;20.00000;1.00000
421.97400;40.34413;     -1.68075; 75.78869;80.00000;20.00000;1.00000
421.99400;40.34614;     -1.68098; 75.78780;80.00000;20.00000;1.00000
422.01400;40.34815;     -1.68121; 75.78706;80.00000;20.00000;1.00000
422.03400;40.35016;     -1.68143; 75.78653;80.00000;20.00000;1.00000
422.05400;40.35217;     -1.68165; 75.78624;80.00000;20.00000;1.00000
422.07400;40.35419;     -1.68187; 75.78615;80.00000;20.00000;1.00000
422.09400;40.35622;     -1.68209; 75.78618;80.00000;20.00000;1.00000
422.11400;40.35824;     -1.68233; 75.78627;80.00000;20.00000;1.00000
422.13400;40.36026;     -1.68258; 75.78635;80.00000;20.00000;1.00000
422.15400;40.36228;     -1.68286; 75.78638;80.00000;20.00000;1.00000
422.17400;40.36430;     -1.68315; 75.78636;80.00000;20.00000;1.00000
422.19400;40.36632;     -1.68345; 75.78630;80.00000;20.00000;1.00000
422.21400;40.36833;     -1.68376; 75.78621;80.00000;20.00000;1.00000
422.23400;40.37035;     -1.68405; 75.78610;80.00000;20.00000;1.00000
422.25400;40.37237;     -1.68433; 75.78599;80.00000;20.00000;1.00000
422.27400;40.37438;     -1.68460; 75.78589;80.00000;20.00000;1.00000
422.29400;40.37640;     -1.68486; 75.78584;80.00000;20.00000;1.00000
422.31400;40.37841;     -1.68514; 75.78587;80.00000;20.00000;1.00000
422.33400;40.38042;     -1.68542; 75.78600;80.00000;20.00000;1.00000
422.35400;40.38242;     -1.68571; 75.78621;80.00000;20.00000;1.00000
422.37400;40.38442;     -1.68601; 75.78641;80.00000;20.00000;1.00000
422.39400;40.38642;     -1.68632; 75.78646;80.00000;20.00000;1.00000
422.41400;40.38842;     -1.68662; 75.78625;80.00000;20.00000;1.00000
422.43400;40.39041;     -1.68691; 75.78566;80.00000;20.00000;1.00000
422.45400;40.39241;     -1.68719; 75.78465;80.00000;20.00000;1.00000
422.47400;40.39441;     -1.68747; 75.78337;80.00000;20.00000;1.00000
422.49400;40.39640;     -1.68774; 75.78198;80.00000;20.00000;1.00000
422.51400;40.39841;     -1.68803; 75.78064;80.00000;20.00000;1.00000
422.53400;40.40042;     -1.68832; 75.77952;80.00000;20.00000;1.00000
422.55400;40.40243;     -1.68863; 75.77871;80.00000;20.00000;1.00000
422.57400;40.40445;     -1.68896; 75.77817;80.00000;20.00000;1.00000
422.59400;40.40647;     -1.68928; 75.77784;80.00000;20.00000;1.00000
422.61400;40.40849;     -1.68961; 75.77764;80.00000;20.00000;1.00000
422.63400;40.41050;     -1.68992; 75.77752;80.00000;20.00000;1.00000
422.65400;40.41250;     -1.69022; 75.77742;80.00000;20.00000;1.00000
422.67400;40.41450;     -1.69051; 75.77736;80.00000;20.00000;1.00000
422.69400;40.41650;     -1.69079; 75.77733;80.00000;20.00000;1.00000
422.71400;40.41850;     -1.69106; 75.77734;80.00000;20.00000;1.00000
422.73400;40.42049;     -1.69131; 75.77741;80.00000;20.00000;1.00000
422.75400;40.42250;     -1.69157; 75.77751;80.00000;20.00000;1.00000
422.77400;40.42450;     -1.69183; 75.77759;80.00000;20.00000;1.00000
422.79400;40.42650;     -1.69211; 75.77759;80.00000;20.00000;1.00000
422.81400;40.42851;     -1.69241; 75.77744;80.00000;20.00000;1.00000
422.83400;40.43052;     -1.69275; 75.77708;80.00000;20.00000;1.00000
422.85400;40.43252;     -1.69312; 75.77649;80.00000;20.00000;1.00000
422.87400;40.43453;     -1.69351; 75.77571;80.00000;20.00000;1.00000
422.89400;40.43654;     -1.69391; 75.77479;80.00000;20.00000;1.00000
422.91400;40.43854;     -1.69430; 75.77378;80.00000;20.00000;1.00000
422.93400;40.44055;     -1.69465; 75.77274;80.00000;20.00000;1.00000
422.95400;40.44256;     -1.69497; 75.77172;80.00000;20.00000;1.00000
422.97400;40.44456;     -1.69525; 75.77077;80.00000;20.00000;1.00000
422.99400;40.44657;     -1.69547; 75.76993;80.00000;20.00000;1.00000
423.01400;40.44857;     -1.69565; 75.76926;80.00000;20.00000;1.00000
423.03400;40.45058;     -1.69577; 75.76881;80.00000;20.00000;1.00000
423.05400;40.45258;     -1.69584; 75.76858;80.00000;20.00000;1.00000
423.07400;40.45458;     -1.69589; 75.76853;80.00000;20.00000;1.00000
423.09400;40.45658;     -1.69593; 75.76859;80.00000;20.00000;1.00000
423.11400;40.45858;     -1.69601; 75.76870;80.00000;20.00000;1.00000
423.13400;40.46058;     -1.69615; 75.76878;80.00000;20.00000;1.00000
423.15400;40.46258;     -1.69635; 75.76881;80.00000;20.00000;1.00000
423.17400;40.46458;     -1.69662; 75.76879;80.00000;20.00000;1.00000
423.19400;40.46659;     -1.69693; 75.76873;80.00000;20.00000;1.00000
423.21400;40.46860;     -1.69729; 75.76864;80.00000;20.00000;1.00000
423.23400;40.47061;     -1.69767; 75.76854;80.00000;20.00000;1.00000
423.25400;40.47262;     -1.69808; 75.76841;80.00000;20.00000;1.00000
423.27400;40.47463;     -1.69851; 75.76817;80.00000;20.00000;1.00000
423.29400;40.47665;     -1.69895; 75.76773;80.00000;20.00000;1.00000
423.31400;40.47866;     -1.69941; 75.76703;80.00000;20.00000;1.00000
423.33400;40.48066;     -1.69989; 75.76597;80.00000;20.00000;1.00000
423.35400;40.48267;     -1.70036; 75.76458;80.00000;20.00000;1.00000
423.37400;40.48467;     -1.70084; 75.76304;80.00000;20.00000;1.00000
423.39400;40.48667;     -1.70129; 75.76151;80.00000;20.00000;1.00000
423.41400;40.48867;     -1.70170; 75.76019;80.00000;20.00000;1.00000
423.43400;40.49068;     -1.70207; 75.75925;80.00000;20.00000;1.00000
423.45400;40.49269;     -1.70238; 75.75877;80.00000;20.00000;1.00000
423.47400;40.49470;     -1.70263; 75.75866;80.00000;20.00000;1.00000
423.49400;40.49671;     -1.70284; 75.75881;80.00000;20.00000;1.00000
423.51400;40.49872;     -1.70300; 75.75911;80.00000;20.00000;1.00000
423.53400;40.50073;     -1.70312; 75.75945;80.00000;20.00000;1.00000
423.55400;40.50273;     -1.70322; 75.75975;80.00000;20.00000;1.00000
423.57400;40.50473;     -1.70332; 75.75992;80.00000;20.00000;1.00000
423.59400;40.50673;     -1.70346; 75.75988;80.00000;20.00000;1.00000
423.61400;40.50872;     -1.70367; 75.75955;80.00000;20.00000;1.00000
423.63400;40.51072;     -1.70398; 75.75885;80.00000;20.00000;1.00000
423.65400;40.51271;     -1.70439; 75.75779;80.00000;20.00000;1.00000
423.67400;40.51470;     -1.70485; 75.75650;80.00000;20.00000;1.00000
423.69400;40.51670;     -1.70531; 75.75511;80.00000;20.00000;1.00000
423.71400;40.51869;     -1.70572; 75.75377;80.00000;20.00000;1.00000
423.73400;40.52069;     -1.70603; 75.75262;80.00000;20.00000;1.00000
423.75400;40.52269;     -1.70623; 75.75172;80.00000;20.00000;1.00000
423.77400;40.52469;     -1.70636; 75.75106;80.00000;20.00000;1.00000
423.79400;40.52669;     -1.70646; 75.75059;80.00000;20.00000;1.00000
423.81400;40.52869;     -1.70659; 75.75028;80.00000;20.00000;1.00000
423.83400;40.53068;     -1.70679; 75.75010;80.00000;20.00000;1.00000
423.85400;40.53267;     -1.70708; 75.75002;80.00000;20.00000;1.00000
423.87400;40.53466;     -1.70744; 75.74999;80.00000;20.00000;1.00000
423.89400;40.53665;     -1.70785; 75.75000;80.00000;20.00000;1.00000
423.91400;40.53864;     -1.70827; 75.75000;80.00000;20.00000;1.00000
423.93400;40.54064;     -1.70870; 75.74997;80.00000;20.00000;1.00000
423.95400;40.54264;     -1.70912; 75.74985;80.00000;20.00000;1.00000
423.97400;40.54465;     -1.70951; 75.74961;80.00000;20.00000;1.00000
423.99400;40.54666;     -1.70990; 75.74917;80.00000;20.00000;1.00000
424.01400;40.54867;     -1.71027; 75.74847;80.00000;20.00000;1.00000
424.03400;40.55067;     -1.71064; 75.74747;80.00000;20.00000;1.00000
424.05400;40.55268;     -1.71100; 75.74619;80.00000;20.00000;1.00000
424.07400;40.55468;     -1.71137; 75.74478;80.00000;20.00000;1.00000
424.09400;40.55668;     -1.71175; 75.74341;80.00000;20.00000;1.00000
424.11400;40.55868;     -1.71214; 75.74224;80.00000;20.00000;1.00000
424.13400;40.56068;     -1.71257; 75.74144;80.00000;20.00000;1.00000
424.15400;40.56267;     -1.71301; 75.74107;80.00000;20.00000;1.00000
424.17400;40.56467;     -1.71346; 75.74100;80.00000;20.00000;1.00000
424.19400;40.56667;     -1.71387; 75.74114;80.00000;20.00000;1.00000
424.21400;40.56866;     -1.71422; 75.74134;80.00000;20.00000;1.00000
424.23400;40.57065;     -1.71449; 75.74150;80.00000;20.00000;1.00000
424.25400;40.57265;     -1.71468; 75.74156;80.00000;20.00000;1.00000
424.27400;40.57464;     -1.71480; 75.74152;80.00000;20.00000;1.00000
424.29400;40.57663;     -1.71491; 75.74143;80.00000;20.00000;1.00000
424.31400;40.57862;     -1.71503; 75.74132;80.00000;20.00000;1.00000
424.33400;40.58061;     -1.71520; 75.74122;80.00000;20.00000;1.00000
424.35400;40.58260;     -1.71544; 75.74116;80.00000;20.00000;1.00000
424.37400;40.58459;     -1.71573; 75.74111;80.00000;20.00000;1.00000
424.39400;40.58659;     -1.71605; 75.74108;80.00000;20.00000;1.00000
424.41400;40.58859;     -1.71640; 75.74105;80.00000;20.00000;1.00000
424.43400;40.59059;     -1.71674; 75.74102;80.00000;20.00000;1.00000
424.45400;40.59260;     -1.71706; 75.74098;80.00000;20.00000;1.00000
424.47400;40.59461;     -1.71738; 75.74094;80.00000;20.00000;1.00000
424.49400;40.59662;     -1.71769; 75.74089;80.00000;20.00000;1.00000
424.51400;40.59864;     -1.71798; 75.74084;80.00000;20.00000;1.00000
424.53400;40.60065;     -1.71827; 75.74080;80.00000;20.00000;1.00000
424.55400;40.60265;     -1.71855; 75.74075;80.00000;20.00000;1.00000
424.57400;40.60465;     -1.71885; 75.74071;80.00000;20.00000;1.00000
424.59400;40.60665;     -1.71915; 75.74067;80.00000;20.00000;1.00000
424.61400;40.60865;     -1.71948; 75.74063;80.00000;20.00000;1.00000
424.63400;40.61065;     -1.71984; 75.74059;80.00000;20.00000;1.00000
424.65400;40.61264;     -1.72024; 75.74055;80.00000;20.00000;1.00000
424.67400;40.61464;     -1.72068; 75.74051;80.00000;20.00000;1.00000
424.69400;40.61664;     -1.72114; 75.74047;80.00000;20.00000;1.00000
424.71400;40.61864;     -1.72164; 75.74043;80.00000;20.00000;1.00000
424.73400;40.62064;     -1.72215; 75.74040;80.00000;20.00000;1.00000
424.75400;40.62265;     -1.72268; 75.74036;80.00000;20.00000;1.00000
424.77400;40.62466;     -1.72319; 75.74032;80.00000;20.00000;1.00000
424.79400;40.62667;     -1.72365; 75.74029;80.00000;20.00000;1.00000
424.81400;40.62868;     -1.72402; 75.74025;80.00000;20.00000;1.00000
424.83400;40.63069;     -1.72428; 75.74022;80.00000;20.00000;1.00000
424.85400;40.63270;     -1.72443; 75.74018;80.00000;20.00000;1.00000
424.87400;40.63471;     -1.72452; 75.74014;80.00000;20.00000;1.00000
424.89400;40.63671;     -1.72458; 75.74011;80.00000;20.00000;1.00000
424.91400;40.63872;     -1.72469; 75.74008;80.00000;20.00000;1.00000
424.93400;40.64072;     -1.72488; 75.74005;80.00000;20.00000;1.00000
424.95400;40.64272;     -1.72517; 75.74003;80.00000;20.00000;1.00000
424.97400;40.64472;     -1.72555; 75.74000;80.00000;20.00000;1.00000
424.99400;40.64671;     -1.72600; 75.73997;80.00000;20.00000;1.00000
425.01400;40.64872;     -1.72648; 75.73993;80.00000;20.00000;1.00000
425.03400;40.65072;     -1.72697; 75.73988;80.00000;20.00000;1.00000
425.05400;40.65273;     -1.72746; 75.73981;80.00000;20.00000;1.00000
425.07400;40.65474;     -1.72793; 75.73975;80.00000;20.00000;1.00000
425.09400;40.65675;     -1.72839; 75.73971;80.00000;20.00000;1.00000
425.11400;40.65877;     -1.72881; 75.73971;80.00000;20.00000;1.00000
425.13400;40.66077;     -1.72920; 75.73977;80.00000;20.00000;1.00000
425.15400;40.66278;     -1.72955; 75.73987;80.00000;20.00000;1.00000
425.17400;40.66478;     -1.72987; 75.73995;80.00000;20.00000;1.00000
425.19400;40.66679;     -1.73014; 75.73994;80.00000;20.00000;1.00000
425.21400;40.66879;     -1.73038; 75.73977;80.00000;20.00000;1.00000
425.23400;40.67081;     -1.73059; 75.73939;80.00000;20.00000;1.00000
425.25400;40.67282;     -1.73077; 75.73877;80.00000;20.00000;1.00000
425.27400;40.67484;     -1.73095; 75.73797;80.00000;20.00000;1.00000
425.29400;40.67686;     -1.73115; 75.73704;80.00000;20.00000;1.00000
425.31400;40.67887;     -1.73139; 75.73602;80.00000;20.00000;1.00000
425.33400;40.68088;     -1.73169; 75.73498;80.00000;20.00000;1.00000
425.35400;40.68287;     -1.73206; 75.73397;80.00000;20.00000;1.00000
425.37400;40.68486;     -1.73246; 75.73302;80.00000;20.00000;1.00000
425.39400;40.68685;     -1.73288; 75.73221;80.00000;20.00000;1.00000
425.41400;40.68884;     -1.73328; 75.73157;80.00000;20.00000;1.00000
425.43400;40.69084;     -1.73365; 75.73116;80.00000;20.00000;1.00000
425.45400;40.69285;     -1.73397; 75.73096;80.00000;20.00000;1.00000
425.47400;40.69486;     -1.73427; 75.73094;80.00000;20.00000;1.00000
425.49400;40.69687;     -1.73456; 75.73100;80.00000;20.00000;1.00000
425.51400;40.69889;     -1.73486; 75.73111;80.00000;20.00000;1.00000
425.53400;40.70089;     -1.73519; 75.73118;80.00000;20.00000;1.00000
425.55400;40.70290;     -1.73555; 75.73119;80.00000;20.00000;1.00000
425.57400;40.70490;     -1.73594; 75.73116;80.00000;20.00000;1.00000
425.59400;40.70690;     -1.73634; 75.73111;80.00000;20.00000;1.00000
425.61400;40.70890;     -1.73673; 75.73105;80.00000;20.00000;1.00000
425.63400;40.71090;     -1.73712; 75.73099;80.00000;20.00000;1.00000
425.65400;40.71290;     -1.73749; 75.73095;80.00000;20.00000;1.00000
425.67400;40.71490;     -1.73784; 75.73093;80.00000;20.00000;1.00000
425.69400;40.71691;     -1.73819; 75.73091;80.00000;20.00000;1.00000
425.71400;40.71892;     -1.73853; 75.73089;80.00000;20.00000;1.00000
425.73400;40.72092;     -1.73887; 75.73087;80.00000;20.00000;1.00000
425.75400;40.72293;     -1.73920; 75.73085;80.00000;20.00000;1.00000
425.77400;40.72493;     -1.73953; 75.73082;80.00000;20.00000;1.00000
425.79400;40.72694;     -1.73985; 75.73079;80.00000;20.00000;1.00000
425.81400;40.72894;     -1.74015; 75.73076;80.00000;20.00000;1.00000
425.83400;40.73094;     -1.74043; 75.73073;80.00000;20.00000;1.00000
425.85400;40.73294;     -1.74069; 75.73070;80.00000;20.00000;1.00000
425.87400;40.73493;     -1.74094; 75.73067;80.00000;20.00000;1.00000
425.89400;40.73693;     -1.74119; 75.73064;80.00000;20.00000;1.00000
425.91400;40.73894;     -1.74143; 75.73062;80.00000;20.00000;1.00000
425.93400;40.74094;     -1.74169; 75.73060;80.00000;20.00000;1.00000
425.95400;40.74295;     -1.74197; 75.73058;80.00000;20.00000;1.00000
425.97400;40.74496;     -1.74225; 75.73056;80.00000;20.00000;1.00000
425.99400;40.74697;     -1.74255; 75.73053;80.00000;20.00000;1.00000
426.01400;40.74898;     -1.74286; 75.73049;80.00000;20.00000;1.00000
426.03400;40.75100;     -1.74318; 75.73043;80.00000;20.00000;1.00000
426.05400;40.75301;     -1.74351; 75.73030;80.00000;20.00000;1.00000
426.07400;40.75502;     -1.74384; 75.73004;80.00000;20.00000;1.00000
426.09400;40.75703;     -1.74417; 75.72955;80.00000;20.00000;1.00000
426.11400;40.75904;     -1.74450; 75.72877;80.00000;20.00000;1.00000
426.13400;40.76105;     -1.74482; 75.72763;80.00000;20.00000;1.00000
426.15400;40.76306;     -1.74514; 75.72617;80.00000;20.00000;1.00000
426.17400;40.76508;     -1.74545; 75.72460;80.00000;20.00000;1.00000
426.19400;40.76709;     -1.74576; 75.72309;80.00000;20.00000;1.00000
426.21400;40.76909;     -1.74606; 75.72185;80.00000;20.00000;1.00000
426.23400;40.77109;     -1.74636; 75.72105;80.00000;20.00000;1.00000
426.25400;40.77309;     -1.74665; 75.72072;80.00000;20.00000;1.00000
426.27400;40.77508;     -1.74693; 75.72071;80.00000;20.00000;1.00000
426.29400;40.77707;     -1.74721; 75.72089;80.00000;20.00000;1.00000
426.31400;40.77906;     -1.74748; 75.72112;80.00000;20.00000;1.00000
426.33400;40.78106;     -1.74773; 75.72128;80.00000;20.00000;1.00000
426.35400;40.78306;     -1.74798; 75.72131;80.00000;20.00000;1.00000
426.37400;40.78507;     -1.74823; 75.72125;80.00000;20.00000;1.00000
426.39400;40.78707;     -1.74848; 75.72114;80.00000;20.00000;1.00000
426.41400;40.78909;     -1.74874; 75.72103;80.00000;20.00000;1.00000
426.43400;40.79110;     -1.74903; 75.72094;80.00000;20.00000;1.00000
426.45400;40.79312;     -1.74933; 75.72089;80.00000;20.00000;1.00000
426.47400;40.79514;     -1.74963; 75.72086;80.00000;20.00000;1.00000
426.49400;40.79716;     -1.74992; 75.72083;80.00000;20.00000;1.00000
426.51400;40.79918;     -1.75018; 75.72078;80.00000;20.00000;1.00000
426.53400;40.80119;     -1.75040; 75.72069;80.00000;20.00000;1.00000
426.55400;40.80319;     -1.75058; 75.72051;80.00000;20.00000;1.00000
426.57400;40.80519;     -1.75076; 75.72020;80.00000;20.00000;1.00000
426.59400;40.80719;     -1.75093; 75.71968;80.00000;20.00000;1.00000
426.61400;40.80920;     -1.75113; 75.71890;80.00000;20.00000;1.00000
426.63400;40.81121;     -1.75138; 75.71781;80.00000;20.00000;1.00000
426.65400;40.81322;     -1.75167; 75.71647;80.00000;20.00000;1.00000
426.67400;40.81523;     -1.75199; 75.71506;80.00000;20.00000;1.00000
426.69400;40.81725;     -1.75234; 75.71373;80.00000;20.00000;1.00000
426.71400;40.81926;     -1.75269; 75.71266;80.00000;20.00000;1.00000
426.73400;40.82127;     -1.75303; 75.71199;80.00000;20.00000;1.00000
426.75400;40.82328;     -1.75336; 75.71172;80.00000;20.00000;1.00000
426.77400;40.82528;     -1.75368; 75.71173;80.00000;20.00000;1.00000
426.79400;40.82728;     -1.75399; 75.71191;80.00000;20.00000;1.00000
426.81400;40.82928;     -1.75429; 75.71212;80.00000;20.00000;1.00000
426.83400;40.83128;     -1.75458; 75.71227;80.00000;20.00000;1.00000
426.85400;40.83328;     -1.75487; 75.71231;80.00000;20.00000;1.00000
426.87400;40.83528;     -1.75514; 75.71227;80.00000;20.00000;1.00000
426.89400;40.83728;     -1.75539; 75.71218;80.00000;20.00000;1.00000
426.91400;40.83928;     -1.75563; 75.71207;80.00000;20.00000;1.00000
426.93400;40.84128;     -1.75585; 75.71197;80.00000;20.00000;1.00000
426.95400;40.84328;     -1.75606; 75.71188;80.00000;20.00000;1.00000
426.97400;40.84528;     -1.75628; 75.71183;80.00000;20.00000;1.00000
426.99400;40.84729;     -1.75650; 75.71182;80.00000;20.00000;1.00000
427.01400;40.84929;     -1.75675; 75.71185;80.00000;20.00000;1.00000
427.03400;40.85129;     -1.75703; 75.71194;80.00000;20.00000;1.00000
427.05400;40.85330;     -1.75735; 75.71205;80.00000;20.00000;1.00000
427.07400;40.85531;     -1.75769; 75.71211;80.00000;20.00000;1.00000
427.09400;40.85731;     -1.75805; 75.71207;80.00000;20.00000;1.00000
427.11400;40.85931;     -1.75840; 75.71185;80.00000;20.00000;1.00000
427.13400;40.86131;     -1.75875; 75.71140;80.00000;20.00000;1.00000
427.15400;40.86331;     -1.75909; 75.71073;80.00000;20.00000;1.00000
427.17400;40.86531;     -1.75941; 75.70989;80.00000;20.00000;1.00000
427.19400;40.86730;     -1.75973; 75.70893;80.00000;20.00000;1.00000
427.21400;40.86930;     -1.76005; 75.70790;80.00000;20.00000;1.00000
427.23400;40.87129;     -1.76036; 75.70686;80.00000;20.00000;1.00000
427.25400;40.87329;     -1.76067; 75.70586;80.00000;20.00000;1.00000
427.27400;40.87529;     -1.76098; 75.70494;80.00000;20.00000;1.00000
427.29400;40.87729;     -1.76130; 75.70416;80.00000;20.00000;1.00000
427.31400;40.87929;     -1.76163; 75.70356;80.00000;20.00000;1.00000
427.33400;40.88128;     -1.76196; 75.70320;80.00000;20.00000;1.00000
427.35400;40.88327;     -1.76229; 75.70305;80.00000;20.00000;1.00000
427.37400;40.88526;     -1.76263; 75.70304;80.00000;20.00000;1.00000
427.39400;40.88725;     -1.76297; 75.70312;80.00000;20.00000;1.00000
427.41400;40.88924;     -1.76330; 75.70322;80.00000;20.00000;1.00000
427.43400;40.89123;     -1.76361; 75.70328;80.00000;20.00000;1.00000
427.45400;40.89323;     -1.76392; 75.70329;80.00000;20.00000;1.00000
427.47400;40.89523;     -1.76420; 75.70325;80.00000;20.00000;1.00000
427.49400;40.89724;     -1.76447; 75.70319;80.00000;20.00000;1.00000
427.51400;40.89925;     -1.76470; 75.70312;80.00000;20.00000;1.00000
427.53400;40.90126;     -1.76490; 75.70306;80.00000;20.00000;1.00000
427.55400;40.90327;     -1.76508; 75.70302;80.00000;20.00000;1.00000
427.57400;40.90528;     -1.76524; 75.70299;80.00000;20.00000;1.00000
427.59400;40.90729;     -1.76541; 75.70296;80.00000;20.00000;1.00000
427.61400;40.90931;     -1.76558; 75.70294;80.00000;20.00000;1.00000
427.63400;40.91132;     -1.76577; 75.70293;80.00000;20.00000;1.00000
427.65400;40.91332;     -1.76599; 75.70291;80.00000;20.00000;1.00000
427.67400;40.91533;     -1.76624; 75.70289;80.00000;20.00000;1.00000
427.69400;40.91734;     -1.76651; 75.70285;80.00000;20.00000;1.00000
427.71400;40.91935;     -1.76681; 75.70279;80.00000;20.00000;1.00000
427.73400;40.92136;     -1.76713; 75.70270;80.00000;20.00000;1.00000
427.75400;40.92337;     -1.76748; 75.70253;80.00000;20.00000;1.00000
427.77400;40.92538;     -1.76783; 75.70222;80.00000;20.00000;1.00000
427.79400;40.92739;     -1.76819; 75.70171;80.00000;20.00000;1.00000
427.81400;40.92941;     -1.76853; 75.70092;80.00000;20.00000;1.00000
427.83400;40.93142;     -1.76886; 75.69980;80.00000;20.00000;1.00000
427.85400;40.93343;     -1.76917; 75.69845;80.00000;20.00000;1.00000
427.87400;40.93544;     -1.76947; 75.69703;80.00000;20.00000;1.00000
427.89400;40.93745;     -1.76977; 75.69570;80.00000;20.00000;1.00000
427.91400;40.93946;     -1.77009; 75.69465;80.00000;20.00000;1.00000
427.93400;40.94147;     -1.77042; 75.69402;80.00000;20.00000;1.00000
427.95400;40.94348;     -1.77076; 75.69379;80.00000;20.00000;1.00000
427.97400;40.94549;     -1.77111; 75.69382;80.00000;20.00000;1.00000
427.99400;40.94751;     -1.77145; 75.69401;80.00000;20.00000;1.00000
428.01400;40.94952;     -1.77178; 75.69421;80.00000;20.00000;1.00000
428.03400;40.95153;     -1.77208; 75.69433;80.00000;20.00000;1.00000
428.05400;40.95353;     -1.77235; 75.69433;80.00000;20.00000;1.00000
428.07400;40.95554;     -1.77261; 75.69427;80.00000;20.00000;1.00000
428.09400;40.95754;     -1.77286; 75.69418;80.00000;20.00000;1.00000
428.11400;40.95954;     -1.77311; 75.69408;80.00000;20.00000;1.00000
428.13400;40.96154;     -1.77336; 75.69402;80.00000;20.00000;1.00000
428.15400;40.96354;     -1.77363; 75.69399;80.00000;20.00000;1.00000
428.17400;40.96553;     -1.77389; 75.69397;80.00000;20.00000;1.00000
428.19400;40.96752;     -1.77416; 75.69395;80.00000;20.00000;1.00000
428.21400;40.96952;     -1.77442; 75.69390;80.00000;20.00000;1.00000
428.23400;40.97152;     -1.77468; 75.69382;80.00000;20.00000;1.00000
428.25400;40.97352;     -1.77493; 75.69364;80.00000;20.00000;1.00000
428.27400;40.97552;     -1.77518; 75.69331;80.00000;20.00000;1.00000
428.29400;40.97753;     -1.77543; 75.69276;80.00000;20.00000;1.00000
428.31400;40.97954;     -1.77569; 75.69194;80.00000;20.00000;1.00000
428.33400;40.98156;     -1.77595; 75.69079;80.00000;20.00000;1.00000
428.35400;40.98358;     -1.77622; 75.68942;80.00000;20.00000;1.00000
428.37400;40.98560;     -1.77649; 75.68800;80.00000;20.00000;1.00000
