#EXPORTTYPE:DATA ALL
#FILE:20250310PQM.ngb-ss5
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:20250310PQM
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DTA
#INSTRUMENT:NETZSCH STA 449F5
#PROJECT:
#DATE/TIME:10.03.2025 16:49
#CORR. FILE:
#TEMPCAL:TCALZERO.TCX
#SENSITIVITY:SENSZERO.EXX
#LABORATORY:
#OPERATOR:
#REMARK:DSC Al2O3
#SAMPLE:20250310PQM
#SAMPLE MASS /mg:16.83
#MATERIAL:
#REFERENCE:al2o3
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:Al2O3 3.4 ml, open
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:197.80
#PURGE 1 MFC:AIR(80/20),250.3 ml/min
#PURGE 2 MFC:NITROGEN,250.0 ml/min
#PROTECTIVE MFC:NITROGEN,250.0 ml/min
#DTA RANGE /¶ÃV:5000
#TG RANGE /mg:35000
#TAU-R:---
#CORR. CODE:000
#EXO:-1
#RANGE:20°„C/10.0(K/min)/800°„C
#SEGMENT:S1/1
#SEG. 1:20°„C/10.0(K/min)/800°„C

##Temp./°„C;Time/min;DTA/(uV/mg);Mass/%;Gas Flow(purge2)/(ml/min);Gas Flow(protective)/(ml/min);Sensit./(uV/mW)
200.73400;17.66290;     -0.76269; 85.05378;80.00000;20.00000;1.00000
200.75400;17.66477;     -0.76268; 85.05106;80.00000;20.00000;1.00000
200.77400;17.66664;     -0.76265; 85.04832;80.00000;20.00000;1.00000
200.79400;17.66851;     -0.76261; 85.04575;80.00000;20.00000;1.00000
200.81400;17.67038;     -0.76257; 85.04359;80.00000;20.00000;1.00000
200.83400;17.67225;     -0.76253; 85.04193;80.00000;20.00000;1.00000
200.85400;17.67412;     -0.76251; 85.04064;80.00000;20.00000;1.00000
200.87400;17.67600;     -0.76252; 85.03956;80.00000;20.00000;1.00000
200.89400;17.67787;     -0.76256; 85.03852;80.00000;20.00000;1.00000
200.91400;17.67975;     -0.76265; 85.03736;80.00000;20.00000;1.00000
200.93400;17.68162;     -0.76280; 85.03594;80.00000;20.00000;1.00000
200.95400;17.68349;     -0.76298; 85.03425;80.00000;20.00000;1.00000
200.97400;17.68536;     -0.76318; 85.03235;80.00000;20.00000;1.00000
200.99400;17.68723;     -0.76337; 85.03029;80.00000;20.00000;1.00000
201.01400;17.68910;     -0.76352; 85.02813;80.00000;20.00000;1.00000
201.03400;17.69098;     -0.76362; 85.02591;80.00000;20.00000;1.00000
201.05400;17.69285;     -0.76365; 85.02370;80.00000;20.00000;1.00000
201.07400;17.69472;     -0.76365; 85.02154;80.00000;20.00000;1.00000
201.09400;17.69660;     -0.76362; 85.01951;80.00000;20.00000;1.00000
201.11400;17.69848;     -0.76359; 85.01765;80.00000;20.00000;1.00000
201.13400;17.70036;     -0.76357; 85.01602;80.00000;20.00000;1.00000
201.15400;17.70224;     -0.76358; 85.01463;80.00000;20.00000;1.00000
201.17400;17.70413;     -0.76362; 85.01334;80.00000;20.00000;1.00000
201.19400;17.70601;     -0.76368; 85.01197;80.00000;20.00000;1.00000
201.21400;17.70790;     -0.76375; 85.01039;80.00000;20.00000;1.00000
201.23400;17.70978;     -0.76384; 85.00842;80.00000;20.00000;1.00000
201.25400;17.71166;     -0.76393; 85.00596;80.00000;20.00000;1.00000
201.27400;17.71354;     -0.76403; 85.00315;80.00000;20.00000;1.00000
201.29400;17.71542;     -0.76413; 85.00022;80.00000;20.00000;1.00000
201.31400;17.71729;     -0.76422; 84.99742;80.00000;20.00000;1.00000
201.33400;17.71917;     -0.76431; 84.99497;80.00000;20.00000;1.00000
201.35400;17.72104;     -0.76438; 84.99311;80.00000;20.00000;1.00000
201.37400;17.72291;     -0.76445; 84.99182;80.00000;20.00000;1.00000
201.39400;17.72478;     -0.76450; 84.99091;80.00000;20.00000;1.00000
201.41400;17.72666;     -0.76454; 84.99016;80.00000;20.00000;1.00000
201.43400;17.72853;     -0.76458; 84.98938;80.00000;20.00000;1.00000
201.45400;17.73040;     -0.76463; 84.98835;80.00000;20.00000;1.00000
201.47400;17.73228;     -0.76467; 84.98695;80.00000;20.00000;1.00000
201.49400;17.73415;     -0.76471; 84.98522;80.00000;20.00000;1.00000
201.51400;17.73603;     -0.76476; 84.98323;80.00000;20.00000;1.00000
201.53400;17.73790;     -0.76480; 84.98106;80.00000;20.00000;1.00000
201.55400;17.73978;     -0.76484; 84.97877;80.00000;20.00000;1.00000
201.57400;17.74166;     -0.76487; 84.97644;80.00000;20.00000;1.00000
201.59400;17.74354;     -0.76490; 84.97412;80.00000;20.00000;1.00000
201.61400;17.74542;     -0.76492; 84.97187;80.00000;20.00000;1.00000
201.63400;17.74730;     -0.76492; 84.96976;80.00000;20.00000;1.00000
201.65400;17.74918;     -0.76490; 84.96784;80.00000;20.00000;1.00000
201.67400;17.75106;     -0.76487; 84.96616;80.00000;20.00000;1.00000
201.69400;17.75294;     -0.76481; 84.96466;80.00000;20.00000;1.00000
201.71400;17.75482;     -0.76475; 84.96316;80.00000;20.00000;1.00000
201.73400;17.75670;     -0.76469; 84.96149;80.00000;20.00000;1.00000
201.75400;17.75858;     -0.76464; 84.95946;80.00000;20.00000;1.00000
201.77400;17.76047;     -0.76461; 84.95690;80.00000;20.00000;1.00000
201.79400;17.76235;     -0.76460; 84.95378;80.00000;20.00000;1.00000
201.81400;17.76424;     -0.76462; 84.95034;80.00000;20.00000;1.00000
201.83400;17.76613;     -0.76464; 84.94686;80.00000;20.00000;1.00000
201.85400;17.76801;     -0.76467; 84.94363;80.00000;20.00000;1.00000
201.87400;17.76990;     -0.76471; 84.94091;80.00000;20.00000;1.00000
201.89400;17.77179;     -0.76474; 84.93891;80.00000;20.00000;1.00000
201.91400;17.77367;     -0.76477; 84.93750;80.00000;20.00000;1.00000
201.93400;17.77556;     -0.76481; 84.93644;80.00000;20.00000;1.00000
201.95400;17.77745;     -0.76486; 84.93548;80.00000;20.00000;1.00000
201.97400;17.77934;     -0.76494; 84.93438;80.00000;20.00000;1.00000
201.99400;17.78123;     -0.76505; 84.93292;80.00000;20.00000;1.00000
202.01400;17.78312;     -0.76519; 84.93106;80.00000;20.00000;1.00000
202.03400;17.78501;     -0.76534; 84.92889;80.00000;20.00000;1.00000
202.05400;17.78690;     -0.76550; 84.92651;80.00000;20.00000;1.00000
202.07400;17.78879;     -0.76566; 84.92401;80.00000;20.00000;1.00000
202.09400;17.79067;     -0.76580; 84.92149;80.00000;20.00000;1.00000
202.11400;17.79255;     -0.76592; 84.91901;80.00000;20.00000;1.00000
202.13400;17.79443;     -0.76604; 84.91664;80.00000;20.00000;1.00000
202.15400;17.79631;     -0.76615; 84.91443;80.00000;20.00000;1.00000
202.17400;17.79820;     -0.76626; 84.91243;80.00000;20.00000;1.00000
202.19400;17.80008;     -0.76639; 84.91070;80.00000;20.00000;1.00000
202.21400;17.80197;     -0.76653; 84.90925;80.00000;20.00000;1.00000
202.23400;17.80386;     -0.76668; 84.90797;80.00000;20.00000;1.00000
202.25400;17.80576;     -0.76683; 84.90670;80.00000;20.00000;1.00000
202.27400;17.80765;     -0.76695; 84.90530;80.00000;20.00000;1.00000
202.29400;17.80955;     -0.76705; 84.90363;80.00000;20.00000;1.00000
202.31400;17.81144;     -0.76710; 84.90154;80.00000;20.00000;1.00000
202.33400;17.81334;     -0.76712; 84.89914;80.00000;20.00000;1.00000
202.35400;17.81523;     -0.76712; 84.89662;80.00000;20.00000;1.00000
202.37400;17.81712;     -0.76711; 84.89416;80.00000;20.00000;1.00000
202.39400;17.81901;     -0.76710; 84.89195;80.00000;20.00000;1.00000
202.41400;17.82089;     -0.76712; 84.89020;80.00000;20.00000;1.00000
202.43400;17.82278;     -0.76717; 84.88890;80.00000;20.00000;1.00000
202.45400;17.82466;     -0.76723; 84.88792;80.00000;20.00000;1.00000
202.47400;17.82655;     -0.76732; 84.88709;80.00000;20.00000;1.00000
202.49400;17.82843;     -0.76742; 84.88624;80.00000;20.00000;1.00000
202.51400;17.83032;     -0.76754; 84.88522;80.00000;20.00000;1.00000
202.53400;17.83221;     -0.76766; 84.88391;80.00000;20.00000;1.00000
202.55400;17.83410;     -0.76778; 84.88236;80.00000;20.00000;1.00000
202.57400;17.83600;     -0.76789; 84.88063;80.00000;20.00000;1.00000
202.59400;17.83789;     -0.76799; 84.87876;80.00000;20.00000;1.00000
202.61400;17.83979;     -0.76806; 84.87682;80.00000;20.00000;1.00000
202.63400;17.84169;     -0.76810; 84.87486;80.00000;20.00000;1.00000
202.65400;17.84359;     -0.76812; 84.87294;80.00000;20.00000;1.00000
202.67400;17.84549;     -0.76813; 84.87109;80.00000;20.00000;1.00000
202.69400;17.84739;     -0.76815; 84.86937;80.00000;20.00000;1.00000
202.71400;17.84929;     -0.76818; 84.86781;80.00000;20.00000;1.00000
202.73400;17.85119;     -0.76824; 84.86646;80.00000;20.00000;1.00000
202.75400;17.85309;     -0.76833; 84.86527;80.00000;20.00000;1.00000
202.77400;17.85499;     -0.76843; 84.86413;80.00000;20.00000;1.00000
202.79400;17.85689;     -0.76854; 84.86294;80.00000;20.00000;1.00000
202.81400;17.85879;     -0.76864; 84.86159;80.00000;20.00000;1.00000
202.83400;17.86068;     -0.76872; 84.85998;80.00000;20.00000;1.00000
202.85400;17.86257;     -0.76878; 84.85809;80.00000;20.00000;1.00000
202.87400;17.86446;     -0.76883; 84.85606;80.00000;20.00000;1.00000
202.89400;17.86635;     -0.76886; 84.85402;80.00000;20.00000;1.00000
202.91400;17.86824;     -0.76889; 84.85210;80.00000;20.00000;1.00000
202.93400;17.87013;     -0.76893; 84.85046;80.00000;20.00000;1.00000
202.95400;17.87202;     -0.76897; 84.84917;80.00000;20.00000;1.00000
202.97400;17.87391;     -0.76901; 84.84815;80.00000;20.00000;1.00000
202.99400;17.87579;     -0.76906; 84.84726;80.00000;20.00000;1.00000
203.01400;17.87768;     -0.76911; 84.84638;80.00000;20.00000;1.00000
203.03400;17.87956;     -0.76914; 84.84539;80.00000;20.00000;1.00000
203.05400;17.88145;     -0.76917; 84.84416;80.00000;20.00000;1.00000
203.07400;17.88333;     -0.76920; 84.84268;80.00000;20.00000;1.00000
203.09400;17.88522;     -0.76926; 84.84096;80.00000;20.00000;1.00000
203.11400;17.88710;     -0.76936; 84.83903;80.00000;20.00000;1.00000
203.13400;17.88899;     -0.76953; 84.83690;80.00000;20.00000;1.00000
203.15400;17.89088;     -0.76978; 84.83459;80.00000;20.00000;1.00000
203.17400;17.89277;     -0.77010; 84.83217;80.00000;20.00000;1.00000
203.19400;17.89466;     -0.77045; 84.82972;80.00000;20.00000;1.00000
203.21400;17.89656;     -0.77078; 84.82736;80.00000;20.00000;1.00000
203.23400;17.89845;     -0.77105; 84.82518;80.00000;20.00000;1.00000
203.25400;17.90035;     -0.77121; 84.82328;80.00000;20.00000;1.00000
203.27400;17.90224;     -0.77124; 84.82169;80.00000;20.00000;1.00000
203.29400;17.90413;     -0.77116; 84.82026;80.00000;20.00000;1.00000
203.31400;17.90602;     -0.77100; 84.81879;80.00000;20.00000;1.00000
203.33400;17.90791;     -0.77080; 84.81711;80.00000;20.00000;1.00000
203.35400;17.90980;     -0.77058; 84.81504;80.00000;20.00000;1.00000
203.37400;17.91169;     -0.77037; 84.81245;80.00000;20.00000;1.00000
203.39400;17.91358;     -0.77018; 84.80949;80.00000;20.00000;1.00000
203.41400;17.91547;     -0.77001; 84.80641;80.00000;20.00000;1.00000
203.43400;17.91736;     -0.76988; 84.80347;80.00000;20.00000;1.00000
203.45400;17.91925;     -0.76977; 84.80091;80.00000;20.00000;1.00000
203.47400;17.92115;     -0.76970; 84.79896;80.00000;20.00000;1.00000
203.49400;17.92306;     -0.76966; 84.79763;80.00000;20.00000;1.00000
203.51400;17.92496;     -0.76965; 84.79669;80.00000;20.00000;1.00000
203.53400;17.92687;     -0.76966; 84.79594;80.00000;20.00000;1.00000
203.55400;17.92878;     -0.76968; 84.79518;80.00000;20.00000;1.00000
203.57400;17.93070;     -0.76970; 84.79419;80.00000;20.00000;1.00000
203.59400;17.93261;     -0.76973; 84.79289;80.00000;20.00000;1.00000
203.61400;17.93453;     -0.76977; 84.79130;80.00000;20.00000;1.00000
203.63400;17.93644;     -0.76982; 84.78949;80.00000;20.00000;1.00000
203.65400;17.93835;     -0.76989; 84.78752;80.00000;20.00000;1.00000
203.67400;17.94025;     -0.76998; 84.78545;80.00000;20.00000;1.00000
203.69400;17.94216;     -0.77010; 84.78333;80.00000;20.00000;1.00000
203.71400;17.94405;     -0.77023; 84.78122;80.00000;20.00000;1.00000
203.73400;17.94595;     -0.77036; 84.77920;80.00000;20.00000;1.00000
203.75400;17.94785;     -0.77047; 84.77732;80.00000;20.00000;1.00000
203.77400;17.94975;     -0.77055; 84.77566;80.00000;20.00000;1.00000
203.79400;17.95166;     -0.77058; 84.77424;80.00000;20.00000;1.00000
203.81400;17.95356;     -0.77058; 84.77296;80.00000;20.00000;1.00000
203.83400;17.95547;     -0.77056; 84.77161;80.00000;20.00000;1.00000
203.85400;17.95739;     -0.77054; 84.77002;80.00000;20.00000;1.00000
203.87400;17.95930;     -0.77051; 84.76800;80.00000;20.00000;1.00000
203.89400;17.96121;     -0.77051; 84.76539;80.00000;20.00000;1.00000
203.91400;17.96312;     -0.77053; 84.76228;80.00000;20.00000;1.00000
203.93400;17.96503;     -0.77057; 84.75897;80.00000;20.00000;1.00000
203.95400;17.96694;     -0.77062; 84.75572;80.00000;20.00000;1.00000
203.97400;17.96884;     -0.77066; 84.75283;80.00000;20.00000;1.00000
203.99400;17.97074;     -0.77071; 84.75058;80.00000;20.00000;1.00000
204.01400;17.97263;     -0.77075; 84.74904;80.00000;20.00000;1.00000
204.03400;17.97453;     -0.77079; 84.74800;80.00000;20.00000;1.00000
204.05400;17.97642;     -0.77083; 84.74723;80.00000;20.00000;1.00000
204.07400;17.97831;     -0.77089; 84.74651;80.00000;20.00000;1.00000
204.09400;17.98021;     -0.77097; 84.74561;80.00000;20.00000;1.00000
204.11400;17.98211;     -0.77107; 84.74436;80.00000;20.00000;1.00000
204.13400;17.98402;     -0.77119; 84.74281;80.00000;20.00000;1.00000
204.15400;17.98592;     -0.77131; 84.74103;80.00000;20.00000;1.00000
204.17400;17.98783;     -0.77143; 84.73909;80.00000;20.00000;1.00000
204.19400;17.98974;     -0.77154; 84.73706;80.00000;20.00000;1.00000
204.21400;17.99164;     -0.77163; 84.73501;80.00000;20.00000;1.00000
204.23400;17.99354;     -0.77170; 84.73301;80.00000;20.00000;1.00000
204.25400;17.99544;     -0.77174; 84.73111;80.00000;20.00000;1.00000
204.27400;17.99733;     -0.77176; 84.72937;80.00000;20.00000;1.00000
204.29400;17.99923;     -0.77175; 84.72784;80.00000;20.00000;1.00000
204.31400;18.00113;     -0.77171; 84.72656;80.00000;20.00000;1.00000
204.33400;18.00303;     -0.77164; 84.72550;80.00000;20.00000;1.00000
204.35400;18.00494;     -0.77156; 84.72451;80.00000;20.00000;1.00000
204.37400;18.00684;     -0.77148; 84.72347;80.00000;20.00000;1.00000
204.39400;18.00875;     -0.77141; 84.72225;80.00000;20.00000;1.00000
204.41400;18.01066;     -0.77136; 84.72071;80.00000;20.00000;1.00000
204.43400;18.01257;     -0.77133; 84.71884;80.00000;20.00000;1.00000
204.45400;18.01447;     -0.77134; 84.71679;80.00000;20.00000;1.00000
204.47400;18.01638;     -0.77137; 84.71471;80.00000;20.00000;1.00000
204.49400;18.01828;     -0.77143; 84.71277;80.00000;20.00000;1.00000
204.51400;18.02019;     -0.77152; 84.71113;80.00000;20.00000;1.00000
204.53400;18.02209;     -0.77163; 84.70988;80.00000;20.00000;1.00000
204.55400;18.02399;     -0.77176; 84.70890;80.00000;20.00000;1.00000
204.57400;18.02588;     -0.77190; 84.70805;80.00000;20.00000;1.00000
204.59400;18.02778;     -0.77204; 84.70716;80.00000;20.00000;1.00000
204.61400;18.02968;     -0.77217; 84.70607;80.00000;20.00000;1.00000
204.63400;18.03158;     -0.77228; 84.70466;80.00000;20.00000;1.00000
204.65400;18.03349;     -0.77238; 84.70295;80.00000;20.00000;1.00000
204.67400;18.03539;     -0.77246; 84.70100;80.00000;20.00000;1.00000
204.69400;18.03729;     -0.77253; 84.69889;80.00000;20.00000;1.00000
204.71400;18.03920;     -0.77258; 84.69670;80.00000;20.00000;1.00000
204.73400;18.04110;     -0.77262; 84.69451;80.00000;20.00000;1.00000
204.75400;18.04300;     -0.77264; 84.69237;80.00000;20.00000;1.00000
204.77400;18.04490;     -0.77266; 84.69032;80.00000;20.00000;1.00000
204.79400;18.04680;     -0.77268; 84.68841;80.00000;20.00000;1.00000
204.81400;18.04871;     -0.77268; 84.68668;80.00000;20.00000;1.00000
204.83400;18.05061;     -0.77269; 84.68517;80.00000;20.00000;1.00000
204.85400;18.05251;     -0.77269; 84.68385;80.00000;20.00000;1.00000
204.87400;18.05441;     -0.77268; 84.68257;80.00000;20.00000;1.00000
204.89400;18.05632;     -0.77265; 84.68115;80.00000;20.00000;1.00000
204.91400;18.05822;     -0.77259; 84.67945;80.00000;20.00000;1.00000
204.93400;18.06013;     -0.77250; 84.67728;80.00000;20.00000;1.00000
204.95400;18.06203;     -0.77237; 84.67458;80.00000;20.00000;1.00000
204.97400;18.06394;     -0.77221; 84.67153;80.00000;20.00000;1.00000
204.99400;18.06584;     -0.77204; 84.66840;80.00000;20.00000;1.00000
205.01400;18.06775;     -0.77187; 84.66544;80.00000;20.00000;1.00000
205.03400;18.06966;     -0.77171; 84.66291;80.00000;20.00000;1.00000
205.05400;18.07157;     -0.77159; 84.66100;80.00000;20.00000;1.00000
205.07400;18.07348;     -0.77148; 84.65964;80.00000;20.00000;1.00000
205.09400;18.07539;     -0.77140; 84.65862;80.00000;20.00000;1.00000
205.11400;18.07731;     -0.77133; 84.65771;80.00000;20.00000;1.00000
205.13400;18.07923;     -0.77126; 84.65671;80.00000;20.00000;1.00000
205.15400;18.08116;     -0.77120; 84.65542;80.00000;20.00000;1.00000
205.17400;18.08309;     -0.77113; 84.65377;80.00000;20.00000;1.00000
205.19400;18.08502;     -0.77106; 84.65183;80.00000;20.00000;1.00000
205.21400;18.08695;     -0.77100; 84.64967;80.00000;20.00000;1.00000
205.23400;18.08889;     -0.77094; 84.64735;80.00000;20.00000;1.00000
205.25400;18.09082;     -0.77090; 84.64492;80.00000;20.00000;1.00000
205.27400;18.09275;     -0.77087; 84.64247;80.00000;20.00000;1.00000
205.29400;18.09468;     -0.77085; 84.64007;80.00000;20.00000;1.00000
205.31400;18.09660;     -0.77085; 84.63781;80.00000;20.00000;1.00000
205.33400;18.09853;     -0.77086; 84.63575;80.00000;20.00000;1.00000
205.35400;18.10046;     -0.77088; 84.63398;80.00000;20.00000;1.00000
205.37400;18.10239;     -0.77092; 84.63251;80.00000;20.00000;1.00000
205.39400;18.10432;     -0.77096; 84.63115;80.00000;20.00000;1.00000
205.41400;18.10625;     -0.77100; 84.62974;80.00000;20.00000;1.00000
205.43400;18.10817;     -0.77104; 84.62809;80.00000;20.00000;1.00000
205.45400;18.11010;     -0.77105; 84.62602;80.00000;20.00000;1.00000
205.47400;18.11202;     -0.77105; 84.62342;80.00000;20.00000;1.00000
205.49400;18.11394;     -0.77104; 84.62049;80.00000;20.00000;1.00000
205.51400;18.11585;     -0.77101; 84.61747;80.00000;20.00000;1.00000
205.53400;18.11777;     -0.77099; 84.61462;80.00000;20.00000;1.00000
205.55400;18.11969;     -0.77097; 84.61218;80.00000;20.00000;1.00000
205.57400;18.12161;     -0.77096; 84.61035;80.00000;20.00000;1.00000
205.59400;18.12353;     -0.77096; 84.60905;80.00000;20.00000;1.00000
205.61400;18.12545;     -0.77096; 84.60805;80.00000;20.00000;1.00000
205.63400;18.12737;     -0.77098; 84.60715;80.00000;20.00000;1.00000
205.65400;18.12930;     -0.77100; 84.60612;80.00000;20.00000;1.00000
205.67400;18.13122;     -0.77102; 84.60477;80.00000;20.00000;1.00000
205.69400;18.13314;     -0.77105; 84.60307;80.00000;20.00000;1.00000
205.71400;18.13506;     -0.77107; 84.60111;80.00000;20.00000;1.00000
205.73400;18.13698;     -0.77109; 84.59900;80.00000;20.00000;1.00000
205.75400;18.13890;     -0.77110; 84.59683;80.00000;20.00000;1.00000
205.77400;18.14082;     -0.77110; 84.59469;80.00000;20.00000;1.00000
205.79400;18.14274;     -0.77109; 84.59265;80.00000;20.00000;1.00000
205.81400;18.14466;     -0.77109; 84.59073;80.00000;20.00000;1.00000
205.83400;18.14658;     -0.77111; 84.58896;80.00000;20.00000;1.00000
205.85400;18.14850;     -0.77114; 84.58737;80.00000;20.00000;1.00000
205.87400;18.15043;     -0.77121; 84.58596;80.00000;20.00000;1.00000
205.89400;18.15235;     -0.77131; 84.58474;80.00000;20.00000;1.00000
205.91400;18.15428;     -0.77143; 84.58359;80.00000;20.00000;1.00000
205.93400;18.15621;     -0.77156; 84.58242;80.00000;20.00000;1.00000
205.95400;18.15813;     -0.77168; 84.58113;80.00000;20.00000;1.00000
205.97400;18.16006;     -0.77178; 84.57959;80.00000;20.00000;1.00000
205.99400;18.16198;     -0.77185; 84.57776;80.00000;20.00000;1.00000
206.01400;18.16391;     -0.77188; 84.57574;80.00000;20.00000;1.00000
206.03400;18.16583;     -0.77189; 84.57367;80.00000;20.00000;1.00000
206.05400;18.16775;     -0.77188; 84.57170;80.00000;20.00000;1.00000
206.07400;18.16967;     -0.77187; 84.56997;80.00000;20.00000;1.00000
206.09400;18.17159;     -0.77186; 84.56859;80.00000;20.00000;1.00000
206.11400;18.17351;     -0.77185; 84.56752;80.00000;20.00000;1.00000
206.13400;18.17544;     -0.77185; 84.56661;80.00000;20.00000;1.00000
206.15400;18.17736;     -0.77185; 84.56573;80.00000;20.00000;1.00000
206.17400;18.17929;     -0.77186; 84.56475;80.00000;20.00000;1.00000
206.19400;18.18122;     -0.77188; 84.56355;80.00000;20.00000;1.00000
206.21400;18.18316;     -0.77192; 84.56209;80.00000;20.00000;1.00000
206.23400;18.18509;     -0.77196; 84.56043;80.00000;20.00000;1.00000
206.25400;18.18702;     -0.77201; 84.55861;80.00000;20.00000;1.00000
206.27400;18.18896;     -0.77206; 84.55668;80.00000;20.00000;1.00000
206.29400;18.19089;     -0.77213; 84.55467;80.00000;20.00000;1.00000
206.31400;18.19281;     -0.77219; 84.55266;80.00000;20.00000;1.00000
206.33400;18.19474;     -0.77226; 84.55069;80.00000;20.00000;1.00000
206.35400;18.19666;     -0.77233; 84.54883;80.00000;20.00000;1.00000
206.37400;18.19859;     -0.77238; 84.54714;80.00000;20.00000;1.00000
206.39400;18.20052;     -0.77242; 84.54568;80.00000;20.00000;1.00000
206.41400;18.20245;     -0.77245; 84.54445;80.00000;20.00000;1.00000
206.43400;18.20439;     -0.77247; 84.54331;80.00000;20.00000;1.00000
206.45400;18.20632;     -0.77247; 84.54210;80.00000;20.00000;1.00000
206.47400;18.20826;     -0.77247; 84.54068;80.00000;20.00000;1.00000
206.49400;18.21020;     -0.77246; 84.53889;80.00000;20.00000;1.00000
206.51400;18.21213;     -0.77244; 84.53666;80.00000;20.00000;1.00000
206.53400;18.21407;     -0.77243; 84.53415;80.00000;20.00000;1.00000
206.55400;18.21600;     -0.77241; 84.53156;80.00000;20.00000;1.00000
206.57400;18.21794;     -0.77239; 84.52908;80.00000;20.00000;1.00000
206.59400;18.21988;     -0.77237; 84.52692;80.00000;20.00000;1.00000
206.61400;18.22182;     -0.77236; 84.52523;80.00000;20.00000;1.00000
206.63400;18.22377;     -0.77234; 84.52390;80.00000;20.00000;1.00000
206.65400;18.22571;     -0.77234; 84.52275;80.00000;20.00000;1.00000
206.67400;18.22765;     -0.77233; 84.52160;80.00000;20.00000;1.00000
206.69400;18.22959;     -0.77232; 84.52026;80.00000;20.00000;1.00000
206.71400;18.23153;     -0.77232; 84.51857;80.00000;20.00000;1.00000
206.73400;18.23347;     -0.77232; 84.51655;80.00000;20.00000;1.00000
206.75400;18.23540;     -0.77233; 84.51429;80.00000;20.00000;1.00000
206.77400;18.23733;     -0.77236; 84.51187;80.00000;20.00000;1.00000
206.79400;18.23927;     -0.77239; 84.50940;80.00000;20.00000;1.00000
206.81400;18.24120;     -0.77245; 84.50695;80.00000;20.00000;1.00000
206.83400;18.24315;     -0.77253; 84.50459;80.00000;20.00000;1.00000
206.85400;18.24509;     -0.77262; 84.50237;80.00000;20.00000;1.00000
206.87400;18.24704;     -0.77272; 84.50033;80.00000;20.00000;1.00000
206.89400;18.24898;     -0.77282; 84.49850;80.00000;20.00000;1.00000
206.91400;18.25093;     -0.77291; 84.49692;80.00000;20.00000;1.00000
206.93400;18.25287;     -0.77300; 84.49555;80.00000;20.00000;1.00000
206.95400;18.25481;     -0.77308; 84.49420;80.00000;20.00000;1.00000
206.97400;18.25675;     -0.77315; 84.49271;80.00000;20.00000;1.00000
206.99400;18.25869;     -0.77323; 84.49091;80.00000;20.00000;1.00000
207.01400;18.26063;     -0.77330; 84.48863;80.00000;20.00000;1.00000
207.03400;18.26257;     -0.77337; 84.48586;80.00000;20.00000;1.00000
207.05400;18.26451;     -0.77343; 84.48285;80.00000;20.00000;1.00000
207.07400;18.26645;     -0.77349; 84.47985;80.00000;20.00000;1.00000
207.09400;18.26839;     -0.77355; 84.47713;80.00000;20.00000;1.00000
207.11400;18.27034;     -0.77360; 84.47496;80.00000;20.00000;1.00000
207.13400;18.27228;     -0.77364; 84.47346;80.00000;20.00000;1.00000
207.15400;18.27423;     -0.77369; 84.47247;80.00000;20.00000;1.00000
207.17400;18.27618;     -0.77374; 84.47178;80.00000;20.00000;1.00000
207.19400;18.27812;     -0.77379; 84.47117;80.00000;20.00000;1.00000
207.21400;18.28006;     -0.77387; 84.47043;80.00000;20.00000;1.00000
207.23400;18.28201;     -0.77396; 84.46938;80.00000;20.00000;1.00000
207.25400;18.28394;     -0.77406; 84.46807;80.00000;20.00000;1.00000
207.27400;18.28588;     -0.77415; 84.46654;80.00000;20.00000;1.00000
207.29400;18.28782;     -0.77423; 84.46488;80.00000;20.00000;1.00000
207.31400;18.28975;     -0.77427; 84.46314;80.00000;20.00000;1.00000
207.33400;18.29169;     -0.77427; 84.46138;80.00000;20.00000;1.00000
207.35400;18.29362;     -0.77424; 84.45967;80.00000;20.00000;1.00000
207.37400;18.29556;     -0.77420; 84.45803;80.00000;20.00000;1.00000
207.39400;18.29750;     -0.77416; 84.45651;80.00000;20.00000;1.00000
207.41400;18.29944;     -0.77414; 84.45516;80.00000;20.00000;1.00000
207.43400;18.30138;     -0.77415; 84.45400;80.00000;20.00000;1.00000
207.45400;18.30332;     -0.77420; 84.45298;80.00000;20.00000;1.00000
207.47400;18.30526;     -0.77427; 84.45195;80.00000;20.00000;1.00000
207.49400;18.30721;     -0.77435; 84.45080;80.00000;20.00000;1.00000
207.51400;18.30915;     -0.77443; 84.44939;80.00000;20.00000;1.00000
207.53400;18.31108;     -0.77448; 84.44762;80.00000;20.00000;1.00000
207.55400;18.31302;     -0.77452; 84.44551;80.00000;20.00000;1.00000
207.57400;18.31496;     -0.77454; 84.44324;80.00000;20.00000;1.00000
207.59400;18.31690;     -0.77455; 84.44099;80.00000;20.00000;1.00000
207.61400;18.31885;     -0.77455; 84.43893;80.00000;20.00000;1.00000
207.63400;18.32079;     -0.77454; 84.43724;80.00000;20.00000;1.00000
207.65400;18.32274;     -0.77453; 84.43596;80.00000;20.00000;1.00000
207.67400;18.32470;     -0.77451; 84.43495;80.00000;20.00000;1.00000
207.69400;18.32665;     -0.77449; 84.43405;80.00000;20.00000;1.00000
207.71400;18.32861;     -0.77447; 84.43313;80.00000;20.00000;1.00000
